Original name of the product,Product category,amount,unit price,currency,price including taxes,tax rate (%),country,date,source,tender ref,note,description_EN,unit_price_eur,spent
"Рукавички нітрилові (56286 Рукавички оглядові/процедурні нітрилові, непудровані, нестерильні), бахіли (16897 Водонепроникний чохол)",MEDICAL GLOVES,300.0,6.0,UAH,,,Ukraine,2020-04-17,https://prozorro.gov.ua/tender/UA-2020-04-17-005597-a,UA1812,,,0.186,55.8
Рукавиці нітрилові нестерильні,MEDICAL GLOVES,250.0,7.08,UAH,,,Ukraine,2020-04-17,https://prozorro.gov.ua/tender/UA-2020-04-17-001084-a,UA1813,,,0.21948,54.870000000000005
ДК 021:2015 - 18140000-2 Аксесуари до робочого одягу (рукавички нестерильні нітрилові),MEDICAL GLOVES,400.0,4.0,UAH,,,Ukraine,2020-04-17,https://prozorro.gov.ua/tender/UA-2020-04-17-006828-b,UA1814,,,0.124,49.6
"Медичні матеріали (рукавички медичні оглядові латексні Gloves М (НК 024:2019 47173 Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні), распіратор FF-P2 (НК 024:2019 57793 Распіратор загального застосування), набір для відбору матеріалу : Тампон дакроновий, пробірка з транспортним середовищем (НК 024:2019 57935 Набір для збору зразків із транспортним середовищем для вірусів )",MEDICAL GLOVES,400.0,4.0,UAH,,,Ukraine,2020-04-17,https://prozorro.gov.ua/tender/UA-2020-04-17-004743-b,UA1815,,,0.124,49.6
18420000-9 - Аксесуари для одягу (Рукавички латексні),MEDICAL GLOVES,250.0,5.82,UAH,,,Ukraine,2020-04-17,https://prozorro.gov.ua/tender/UA-2020-04-17-009736-b,UA1816,,,0.18042,45.105
"код ДК 021:2015 - 33140000-3 Медичні матеріали 1 найменування (код 024:2019 НК ""Класифікатор медичних виробів"" - 47173 - Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні",MEDICAL GLOVES,500.0,2.2,UAH,,,Ukraine,2020-04-17,https://prozorro.gov.ua/tender/UA-2020-04-17-012045-b,UA1817,,,0.06820000000000001,34.10000000000001
Рукавички одноразові,MEDICAL GLOVES,200.0,5.0,UAH,,,Ukraine,2020-04-17,https://prozorro.gov.ua/tender/UA-2020-04-17-008382-b,UA1818,,,0.155,31.0
"Медичні матеріали(рукавички латексні оглядові н/с без пудри М(7-8)текстуровані хлоровані -190пар,серветка спиртова одноразова№100-1уп)",MEDICAL GLOVES,191.0,3.5129319371727745,UAH,,,Ukraine,2020-04-17,https://prozorro.gov.ua/tender/UA-2020-04-17-008599-b,UA1819,,,0.10890089005235601,20.800069999999998
Рукавички медичні,MEDICAL GLOVES,50.0,8.9238,UAH,,,Ukraine,2020-04-17,https://prozorro.gov.ua/tender/UA-2020-04-17-002744-b,UA1820,,,0.2766378,13.83189
"ДК 021:2015 33140000-3 Медичні матеріали (рукавички) (НК 024:2019 – 56286 Рукавички оглядові/процедурні нітрилові, необпудровані, нестерильні)",MEDICAL GLOVES,30000.0,6.5,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-008041-b,UA1821,,,0.2015,6045.0
Рукавички латексні,MEDICAL GLOVES,21100.0,4.4289099526066344,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-003648-a,UA1822,,,0.13729620853080568,2896.95
"Рукавички хірургічні, стерильні - (47182-Припудрені хірургічні рукавички, без латексу стерильні); Рукавички оглядові, стерильні - (47179 – припудрені, оглядові/процедурні рукавички з латексу гевеї, стерильні); Рукавички нітрилові нестерильні - (56287 – Рукавички нітрилові оглядові/процедурні, обпудрені), Рукавички оглядові нітрилові нестерльні, текстуровані без пудри - (56286 – Рукавички нітрилові оглядові/процедурні, необпудрені, нестерильні)",MEDICAL GLOVES,21600.0,3.4560185185185186,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-15-005747-b,UA1823,,,0.10713657407407408,2314.15
"47172 - Непудровані, оглядові / процедурні рукавички з латексу гевеї, нестерильні; 47179 - Припудрені, оглядові / процедурні рукавички з латексу гевеї, стерильні",MEDICAL GLOVES,14000.0,3.5157142857142856,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-009013-b,UA1824,,,0.10898714285714285,1525.82
"Аксесуари для одягу (Рукавички медичні одноразові гумові) ( код 47173 – Припудрені,оглядові/процедурні рукавички з латексу гевеї, нестерильні; код 47179 – Припудрені, оглядові/процедурні рукавички з латексу гевеї, стерильні)",MEDICAL GLOVES,13100.0,3.745,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-000973-b,UA1825,,,0.116095,1520.8445000000002
"Рукавички оглядові, латексні нестерильні, припудрені  м №50 пар
Рукавички стерильні, латексні м №50 пар (№6; 7.5)
Рукавички нітрилові нестерильні неопудр.",MEDICAL GLOVES,8000.0,6.0,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-008231-b,UA1826,,,0.186,1488.0
Одноразові рукавички,MEDICAL GLOVES,9500.0,5.0,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-001370-c,UA1827,,,0.155,1472.5
Аксесуари для одягу(рукавички),MEDICAL GLOVES,6500.0,7.0,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-001987-b,UA1828,,,0.217,1410.5
Рукавички одноразові,MEDICAL GLOVES,8390.0,2.9797377830750893,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-001040-a,UA1829,,,0.09237187127532777,775.0
"НК 024:2019 – 47174 – непудровані оглядові/процедурні рукавички з синтетичного матеріалу, нестерильні – рукавички нітрилові",MEDICAL GLOVES,6000.0,3.91,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-004386-a,UA1830,,,0.12121,727.26
Медичні матеріали (Рукавички),MEDICAL GLOVES,5000.0,4.4,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-005305-b,UA1831,,,0.13640000000000002,682.0000000000001
Медичні матеріали різні (рукавички),MEDICAL GLOVES,3000.0,7.0,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-001930-a,UA1832,,,0.217,651.0
Медичні матеріали (рукавички нітрилові не стерильні без пудри),MEDICAL GLOVES,4000.0,5.0,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-003447-a,UA1833,,,0.155,620.0
Рукавички нітрилові непудровані,MEDICAL GLOVES,4500.0,4.4,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-006670-b,UA1834,,,0.13640000000000002,613.8000000000001
Рукавички,MEDICAL GLOVES,5000.0,3.134994,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-005648-b,UA1835,,,0.097184814,485.92407
Рукавички одноразові,MEDICAL GLOVES,5035.0,2.9791459781529297,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-001555-b,UA1836,,,0.09235352532274083,465.00000000000006
Рукавички нітрилові непудровані,MEDICAL GLOVES,3250.0,4.4,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-002012-c,UA1837,,,0.13640000000000002,443.30000000000007
рукавички оглядові нітрилові,MEDICAL GLOVES,5000.0,2.65,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-006632-b,UA1838,,,0.08215,410.75
Рукавички оглядові латексні нестерильні,MEDICAL GLOVES,5000.0,2.6,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-002669-b,UA1839,,,0.0806,403.0
"Канюля внутрішньовенна з ін'єкційним портом G-22(0,9х25мм)""ALEXPHARM"", блакитна(36244 набір для внутрішньовенних вливань через інфузійний контролер); Канюля внутрішньовенна з ін'єкційним портом G-20(1,1х32мм)""ALEXPHARM"", рожева(36244 набір для внутрішньовенних вливань через інфузійний контролер); Канюля внутрішньовенна з ін'єкційним портом G-24(0,7х19мм)""ALEXPHARM"", жовта(36244 набір для внутрішньовенних вливань через інфузійний контролер);Вата медична гігроскопічна гігієнічна нестерильна бавовняна, 100гр(58234-стрічка ватяна); Рукавички нітрилові оглядові нестерильні, неприпудрені розмір М фіолет.(56286 рукавички оглядові/процедурні нітрилові, непудровані, нестерильні); Рукавички латексні хірургічні стерильні припудрені р 7,0(40548-хірургічна рукавичка латексна); Рукавички латексні хірургічні стерильні припудрені р 7,5(40548-хірургічна рукавичка латексна); Рукавички латексні хірургічні стерильні припудрені р 8,0(40548-хірургічна рукавичка латексна); Серветка спитрова 65х30мм №100(47237-серветка для очіщення шкіри); Бинт марлевий медичний нестерильний 7мх14см(48125 - рулон марлевий нестерильний); Бинт марлевий медичний нестерильний 5мх10см(48125 - рулон марлевий нестерильний); відріз марлевий медичний нестерильний 500смх90см(34655 марля неткана); Пластир медичний 2смх500см(34831 - лейкопластир гіпоалергенний); Катетер венозний підключичний КВ-3(Fr6)(46864- підключичний катетер); шприц ін'єкційний 3-х комп. одноразовий стерильний 2, 5мл з голкоюG23(0,6 x30мм)(47017 - шприц загального призначення , разового застосування); шприц ін'єкційний 3-х комп. одноразовий стерильний 5мл з голкоюG22(0,7 x40мм)(47017 - шприц загального призначення , разового застосування); шприц ін'єкційний 3-х комп. одноразовий стерильний 10мл з голкоюG21(0,8 x40мм)(47017 - шприц загального призначення , разового застосування); шприц ін'єкційний 3-х комп. одноразовий стерильний 20мл з голкоюG21(0,8 x40мм)(47017 - шприц загального призначення , разового застосування)",MEDICAL GLOVES,2000.0,5.85,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-003166-a,UA1840,,,0.18134999999999998,362.7
"Рукавички нітрилові для Південної ЕС (47174 Непудровані оглядові / процедурні рукавички з синтетичного полімеру, нестерильні)",MEDICAL GLOVES,1900.0,5.789473684210527,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-004489-a,UA1841,,,0.17947368421052634,341.00000000000006
"Рукавички, бахіли",MEDICAL GLOVES,1500.0,6.809993333333333,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-000290-b,UA1842,,,0.21110979333333332,316.66469
"Код 47173 – Припудрені, оглядові/процедурні рукавички з латексу гевеї, нестерильні; Код 47179 - Припудрені, оглядові/процедурні рукавички з латексу гевеї, стерильні",MEDICAL GLOVES,1200.0,7.7896,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-001730-a,UA1843,,,0.24147760000000001,289.77312
Рукавички нітрілові н/с не припудрені. Sempercare Nitrile р.6-7,MEDICAL GLOVES,3000.0,2.94,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-001318-c,UA1844,,,0.09114,273.42
Рукавички,MEDICAL GLOVES,1450.0,6.0,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-001420-c,UA1845,,,0.186,269.7
Рукавички оглядові,MEDICAL GLOVES,3000.0,2.87,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-003681-a,UA1846,,,0.08897000000000001,266.91
"код ДК 021:2015 - 33140000-3 Медичні матеріали (Припудрені, оглядові/процедурні рукавички з латексу гевеї, нестерильні (код GMDN: 47173), Халат процедурний, одноразового використання (код GMDN: 32170))",MEDICAL GLOVES,2500.0,3.28,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-005607-b,UA1847,,,0.10167999999999999,254.2
"Код за ДК 021:2015: 33140000-3 Медичні матеріали (Ланцети медичні; катетери; перчатки н/ст; рукавички оглядові нестерильні, припудрені S Medicare; рукавички оглядові нестерильні, припудрені M Medicare; пластирь; шприци 2 мл.; шприци 5 мл.)",MEDICAL GLOVES,1500.0,5.4,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-006485-b,UA1848,,,0.16740000000000002,251.10000000000002
"36095 – Матеріал пломбувальний ендодонтичний, 35886 – Аспіраційна голка, одноразова, 35863 – Матеріал зліпочний стоматологічний альгінантний, 35876 –  Комплект стоматологічного матеріалу, композитний відновлювальний матеріал, 31776 – Дзеркало Стоматологічний, 41539 – Каналонаповнювач ендодонтичний,  38643 – Зуби штучні пластмасові, 45407 – Абразивний стоматологічний порошок, 35871 – Засіб для чищення протезів, 16204 – Ортодонтичний дріт, 38591 – Коронка стоматологічна, металева, 35909 – Матеріал формувальний стоматологічний для ливарних форм, 16730 – Матеріал виготовлення стоматологічного виробу, 16704 – Стоматологічний склойономірний цемент, 16705 – Стоматологічний полікарбоксилатний цемент, 16710 – Стоматологічний цемент на основі фосфату цинку, 16670 – Стоматологічний алмазний бор багаторазового застосування,  38847 –Шов, поліамідний, 34524 – Розчин стоматологічний для промивання каналів коренів зубів, 38778 – Тимчасовий матеріал для наповнення зубів, 37445 – Лезо скальпеля, одноразового використання, 35895 – Гемостатичні губки, 45671 – Гладка синтетична нитка, кетгут, 56286 – Рукавички оглядові / процедурні нітрилові, необпудровані, нестерильні, 58232 – Рулон ватний, нестерильний , 63379 – Ортодонтичне кріплення / замок.",MEDICAL GLOVES,2000.0,4.0,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-000930-c,UA1849,,,0.124,248.0
"ДК 021:2015: 33140000-3 – Медичні матеріали (47172 Непудровані, оглядові / процедурні рукавички з латексу гевеї, нестерильні)",MEDICAL GLOVES,581.0,12.0,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-004150-b,UA1850,,,0.372,216.132
Медичні матеріали (Рукавички),MEDICAL GLOVES,1000.0,6.6,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-002221-b,UA1851,,,0.20459999999999998,204.59999999999997
Медичні матеріали (Рукавички),MEDICAL GLOVES,1000.0,6.6,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-001922-b,UA1852,,,0.20459999999999998,204.59999999999997
"рукавички латексні (47173-Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні)",MEDICAL GLOVES,2000.0,2.9318,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-004170-b,UA1853,,,0.0908858,181.7716
Рукавички хірургічні,MEDICAL GLOVES,1430.0,3.4965034965034967,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-002702-b,UA1854,,,0.1083916083916084,155.0
"33140000-3 - Медичні матеріали - Маски одноразові (код НК 24 2019 - 35177 - Маска хірургічна, одноразового застосування),  рукавички оглядові (код НК 24 2019 - 56286 - Рукавички оглядові / процедурні нітрилові, необпудровані, нестерильні)",MEDICAL GLOVES,1000.0,4.0,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-001896-c,UA1855,,,0.124,124.0
"Маски захисні тришарові, рукавиці нітрилові",MEDICAL GLOVES,500.0,7.8,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-005374-a,UA1856,,,0.2418,120.89999999999999
"Рукавички оглядові латексні , нестерильні ,опубрені р.М (СФ) 1700 пар. Рукавички оглядові латекстні, нестерильні ,опубрені р.М ( 7-8 ( GLOVES) - 500 пар.",MEDICAL GLOVES,2200.0,1.69,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-004314-a,UA1857,,,0.05239,115.258
рукавички медичні,MEDICAL GLOVES,1000.0,3.5,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-15-001421-b,UA1858,,,0.1085,108.5
33140000-3 - Медичні матеріали(Рукавички латексні медичні стерильнооглядові р.8-9 Кампус),MEDICAL GLOVES,500.0,5.35,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-002091-c,UA1859,,,0.16585,82.925
"Медичні матеріали (рукавички хірургічні латексні, рукавички нітрилові, пристрій длявливання)",MEDICAL GLOVES,1000.0,2.5,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-003690-a,UA1860,,,0.0775,77.5
"Маски-респіратори (ММН: респіратор FFP2 або FFP3), бахіли (ММН: бахіли одноразові), шапочка-берет (ММН: шапочка медична одноразова), окуляри захисні (ММН: захисні окуляри), комбінезон захисний (ММН: костюм біологічного захисту/комбінезон), рукавички нітрилові (ММН: рукавички нітрилові); маски одноразового застосування (МНН:захисна напівмаска)",MEDICAL GLOVES,600.0,3.2,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-005924-b,UA1861,,,0.09920000000000001,59.52
"рукавички оглядові нітрилові неприпудрені нестерильні Nytrilex basic, розмір L",MEDICAL GLOVES,300.0,5.6,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-008459-b,UA1862,,,0.17359999999999998,52.07999999999999
"Медичне обладнання та вироби медичного призначення різні за Кодом ДК 021:2015-33190000-8 (одноразові захисні рукавички виготовлені з нітрилу, неприпудрені, нестерильні М, 200 шт, НК 024:2019-56286- рукавички оглядові/ процедурні нітрилові, необпудровані, нестерильні)",MEDICAL GLOVES,300.0,5.6,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-001399-a,UA1863,,,0.17359999999999998,52.07999999999999
"Рукавички оглядові нітрилові нестрелильні неприпудрені, 100 шт. розмір L - 5.00 уп.,Рукавички оглядові нітрилові нестрелильні неприпудрені, 100 шт. розмір M - 1.00 уп.",MEDICAL GLOVES,300.0,5.2,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-002244-a,UA1864,,,0.1612,48.36
Рукавички медичні нітрилові,MEDICAL GLOVES,200.0,6.99,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-005551-b,UA1865,,,0.21669,43.338
Рукавички латексні неопудрені,MEDICAL GLOVES,100.0,13.5676,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-002047-a,UA1866,,,0.4205956,42.059560000000005
"Рукавички нітрилові, маски медичні тришарові",MEDICAL GLOVES,150.0,7.32,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-001869-c,UA1867,,,0.22692,34.038000000000004
Перчатки латекс медичні,MEDICAL GLOVES,200.0,5.0,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-002294-c,UA1868,,,0.155,31.0
"Бахіли мед. середні стирильні, окуляри захисні пласм, рукавички мед. нітрил огляд, халат ізоляційний з ламінованими вставками, шапочка-берет медична",MEDICAL GLOVES,100.0,4.9,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-001981-a,UA1869,,,0.1519,15.190000000000001
"Медичні вироби: 
Експертиза / лікування перчатки, латекс(НК 024:2019-45515),
Бинт марлевий(НК 024:2019-48126)",MEDICAL GLOVES,50.0,8.495800000000001,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-000614-b,UA1870,,,0.26336980000000004,13.168490000000002
"Бинти, рукавички, перчатки",MEDICAL GLOVES,100.0,3.9,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-000450-b,UA1871,,,0.1209,12.09
"рукавички нітрилові (код НК 024:2019 56286 -Рукавички оглядові/процедурні нітрилові,необпудровані,нестерильні)",MEDICAL GLOVES,44.0,7.789545454545455,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-000164-b,UA1872,,,0.2414759090909091,10.62494
"Рукавички (код НК 024:2019 47178 Непудровані, оглядові/процедурні рукавички з латексу гевеї, стерильні (рукавички хірургічні))",MEDICAL GLOVES,50.0,6.79,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-003867-a,UA1873,,,0.21049,10.5245
"Медичні матеріали: мішок Амбу дитячий, рукавички нітрилові н/ст, шприц, повітропровід, набір для катетеризації",MEDICAL GLOVES,50.0,6.42,UAH,,,Ukraine,2020-04-16,https://prozorro.gov.ua/tender/UA-2020-04-16-007072-b,UA1874,,,0.19902,9.951
"код  ДК 021 - 2015 33190000-8 Медичне обладнання та вироби медичного призначення різні (47173 - Припудрені, оглядові / процедурні рукавички з латексу гевеї, нестерильні)",MEDICAL GLOVES,300000.0,3.56,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-007217-b,UA1875,,,0.11036,33108.0
"33140000-3 Медичні матеріали (47122 Непудровані, оглядові/процедурні рукавички з латексу гевеї, нестерильні; 47017 Шприц загального призначення, разового застосування; 43324 Система для переливання рідин загального призначення)",MEDICAL GLOVES,57000.0,3.2606752631578946,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-001739-c,UA1876,,,0.10108093315789474,5761.61319
"Аксесуари для одягу (код НКМВ 024:2019 «Класифікатор медичних виробів»: код- 56286 Рукавички оглядові / процедурні нітрилові, необпудровані, нестерильні; код- 47179 Припудрені, оглядові / процедурні рукавички з латексу гевеї, стерильні)",MEDICAL GLOVES,30000.0,5.35,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-003053-b,UA1877,,,0.16585,4975.5
"	
ДК 021:2015 19510000-4 Гумові вироби   (НК 024:2019 56286 Рукавички оглядові процедурні, нітрилові, необпудровані)",MEDICAL GLOVES,25000.0,6.0,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-002814-b,UA1878,,,0.186,4650.0
"ДК 021:2015:33140000-3 - Медичні матеріали (Шприц, катетер, рукавички)",MEDICAL GLOVES,16000.0,3.5,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-007182-b,UA1879,,,0.1085,1736.0
Рукавички латексні неопудрені,MEDICAL GLOVES,5800.0,5.5,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-004694-b,UA1880,,,0.17049999999999998,988.8999999999999
медичні матеріали (рукавички оглядові нітрілові без пудри),MEDICAL GLOVES,5000.0,5.2,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-000010-c,UA1881,,,0.1612,806.0
Рукавички медичні оглядові нітрилові,MEDICAL GLOVES,6000.0,4.3,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-000981-b,UA1882,,,0.1333,799.8
"Рукавички мед.огляд.нітрилові нестерильні неприпудрені ""IGAR""",MEDICAL GLOVES,4000.0,5.0,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-004548-a,UA1883,,,0.155,620.0
Рукавички латексні одноразові,MEDICAL GLOVES,7000.0,2.4503,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-001524-a,UA1884,,,0.0759593,531.7151
"Засоби індивідуального захисту (медична маска, рукавички нітрилові, захисні окуляри, респіратор FFP2 з клапаном)",MEDICAL GLOVES,5000.0,3.0234,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-005022-b,UA1885,,,0.0937254,468.627
Рукавички нітрилові не припудрені,MEDICAL GLOVES,3000.0,5.0,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-000998-b,UA1886,,,0.155,465.0
18140000-2 - Аксесуари до робочого одягу(рукавички гумові),MEDICAL GLOVES,2500.0,5.140036,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-002599-b,UA1887,,,0.159341116,398.35279
Рукавички нітрилові,MEDICAL GLOVES,4000.0,3.0,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-006739-b,UA1888,,,0.093,372.0
Захисні рукавиці,MEDICAL GLOVES,6000.0,1.95,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-006274-b,UA1889,,,0.06045,362.7
"Медичні матеріали (47017 Шприц загального призначення, разового застосування; 43324 Система для переливання рідин загального призначення; 40601 Периферичний судинний катетер; 34920 Катетер для периферійного судинного вливання; 58234 Стрічка ватяна; 48128 Стрічка марлева, антибактеріальна;; 47172 Непудровані, оглядові / процедурні рукавички з латексу гевеї, нестерильні; 32357 Голка шовна, багаторазового використання; 32331 Катетер уретральний постійний для дренажу / промивання; 61579 Скарифікатор неавтоматичний, одноразового використання; 37445 Лезо скальпеля, одноразового використання; 13909 Хірургічна поліпропіленова нитка; 58986 Лейкопластир хірургічний універсальний, нестерильний; 33056 Матеріал для накладення гіпсової пов'язки; 13910 Стерильна хірургічна нитка з натурального шовку; 14221 Зонд назогастрального харчування;)",MEDICAL GLOVES,2000.0,5.72,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-002376-c,UA1890,,,0.17731999999999998,354.63999999999993
рукавиці одноразові,MEDICAL GLOVES,2000.0,5.3,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-000823-a,UA1891,,,0.1643,328.6
Рукавички стерильні хірургічні,MEDICAL GLOVES,1000.0,10.0045,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-004118-a,UA1892,,,0.3101395,310.1395
"Медичні матеріали (Рукавички оглядові (47174 Непудровані оглядові / процедурні рукавички з синтетичного полімеру, нестерильні))",MEDICAL GLOVES,1000.0,10.0,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-004092-b,UA1893,,,0.31,310.0
Рукавички нітрілові,MEDICAL GLOVES,1400.0,6.2316,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-005871-b,UA1894,,,0.1931796,270.45144
Засоби особистої гігієни ( рукавички оглядові ),MEDICAL GLOVES,5000.0,1.6157,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-001011-b,UA1895,,,0.0500867,250.43349999999998
Рукавички хірургічні  латексні  нестерильні,MEDICAL GLOVES,4500.0,1.7334,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-000044-b,UA1896,,,0.0537354,241.8093
"Оглядові Рукавички для маніпуляцій з Високим  Ризиком, NR Латексні, Неопудрені L",MEDICAL GLOVES,500.0,7.16,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-002487-c,UA1897,,,0.22196,110.97999999999999
"Рукавички оглядові нітрилові, халати медичні стерильні; Державні",MEDICAL GLOVES,650.0,5.24,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-004055-a,UA1898,,,0.16244,105.586
Аксесуари для одягу (рукавиці),MEDICAL GLOVES,1000.0,3.13498,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-002705-b,UA1899,,,0.09718438,97.18438
"Нітрилові оглядові рукавички Ультра Плюс, не містять латексу, неопудрені, нестерильні, довга манжета",MEDICAL GLOVES,1000.0,2.9960000000000004,UAH,,,Ukraine,2020-04-15,https://prozorro.gov.ua/tender/UA-2020-04-15-000877-b,UA1900,,,0.09287600000000001,92.87600000000002
